"name","mean","ci_lo","ci_hi"
"beta","1.1414650167055","0.916085287615918","1.36630872905602"
"gamma","0.698059017190005","0.612491060134062","0.774263134257802"
"rho","0.833661917027924","0.69279832653269","0.959167269806865"
"psi","0.648705696671843","0.536599867129474","0.775532988234069"
"p","0.155054942454995","0.0569122859080876","0.300516053321448"
"q","2.40423505038384","2.00389526295765","3.12289112167706"
