"name","x0","x1"
"beta","1.01801801801802","1.66409266409266"
"gamma","0.566709566709567","1"
"rho","0.774274274274274","1"
"psi","0.438438438438438","0.882882882882883"
"p","0","1"
"q","1.06506506506507","6"
