"beta","gamma","rho","psi","p","q","pop","S_0","E_0","I_0","R_0","sigma","intervention","spring0","spring1","summer0","loglik","loglik.se"
1.38640049216689,0.745065263447482,0.827947722076807,0.714101920776382,0.200614857606729,3.47178973221803,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-233.182228937273,0.545543437549353
1.44322041671132,0.729353800972949,0.995792786128192,0.558178511893558,0.0376699617171953,2.12564527159966,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-234.39224780851,0.787379636936747
0.935367392028135,0.613714806799224,0.742284101099271,0.867679589420599,0.0154255367388379,2.48529369857566,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-234.827280017314,1.75386669310298
0.780285812290846,0.567891743474535,0.990698613609776,0.476420019438752,0.397200104247684,2.2196188420811,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-235.009843244845,0.732535359834148
1.1723018275237,0.833771402947815,0.617049711633814,0.613802272982748,0.110365096257459,1.7272966795132,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-235.534655866551,0.752641436582864
1.37905407005186,0.989421991304975,0.606794881838557,0.58698821640112,0.179332683679546,1.61444134612723,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-235.620179462676,2.53613464245489
1.27206039430685,0.770258295383362,0.748795081021444,0.944977605949034,0.45451948026438,3.20264620473323,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-236.256338074033,0.397980025546654
1.07833442180342,0.794185639057565,0.806804403703578,0.803998699305636,0.633451359882557,2.40253314344521,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-236.703406413983,0.45816815643973
1.48823514314579,0.853645378164859,0.545859913955281,0.64858396659886,0.149278385534322,3.34889739176349,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-237.030340738252,0.403686793591708
1.14737950471991,0.97540885053984,0.956993788232047,0.755312403323114,0.992136529517741,1.26679190344842,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-237.034168661304,0.3997988026066
1.11501484170786,0.606474391214441,0.627050335062235,0.830010696288072,0.3723709614003,2.6586048276246,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-237.707849896997,0.505113618960506
0.985671813519761,0.638526910135372,0.59502087626169,0.818568947196191,0.3088381696137,2.08019940929612,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-237.926025275331,2.24765430574356
1.00195000804176,0.605084309035869,0.719777245365473,0.989456430435827,0.18439590144091,2.58995220719384,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-238.013264101931,0.236886458776134
1.0860520548165,0.730696201364908,0.755391520556238,0.776811881788607,0.574449052301812,4.48951442384929,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-238.089404098443,0.921406489904528
1.27008800547645,0.826451344983315,0.637282176345999,1.11612765551881,0.459868914847011,3.34605654361278,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-238.494364844121,0.781232508946508
1.01044079379048,0.844074709219372,0.661668833030178,0.973023782761202,0.243229656442228,1.90598728536426,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,61,26,34,100,-238.886894878015,0.617362997885162
