"name","mean","ci_lo","ci_hi"
"beta","8.3954447544695","8.37341166969569","8.41861967386314"
"rho","0.0297196311745643","0.0294408244145035","0.0300084457338048"
"psi","0.378237760324204","0.376331000264964","0.380296615454051"
"w","0.158678013498012","0.157278298773402","0.160152871649747"
