"name","mean","ci_lo","ci_hi"
"beta","8.36256360188836","8.33164526163916","8.38977169807539"
"rho","0.0295427332151308","0.0291459505694959","0.0300062829628598"
"psi","0.377082631299291","0.374392857434985","0.381354219010878"
"w","0.159900857567741","0.157908233500687","0.162649125756135"
