"name","mean","ci_lo","ci_hi"
"beta","4.70804530166672","4.19151194147766","5.47502386708268"
"rho","0.267532169420254","0.162410223141735","0.370990570093998"
"psi","0.904157977918371","0.604242711273001","1.19939134979576"
"w","0.174019259935706","0.14721480490765","0.191870190047257"
