"name","mean","ci_lo","ci_hi"
"beta","1.41638235365908","1.35421288403051","1.49283910049133"
"gamma","0.902193814874024","0.857001242075205","0.93406053961403"
"rho","0.954992464181281","0.934883072575898","0.974660053466303"
"psi","0.533649022439668","0.50389814494018","0.559810849278085"
"p","0.0904390094101778","0.0588453010959873","0.130748803734828"
"q","2.3662303687803","2.16247521311057","2.5573527329238"
